A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A14;Class
b;52;8.715.368.061.523.760;y;g;cc;t;2.235.277.719.032.120;f;744;t;t;108209;1
c;50;9.734.889.691.773.960;u;p;cc;v;23.017.913.560.096.300;t;662;f;f;95139;0
c;50;9.688.778.552.856.910;y;g;cc;t;43.228.180.476.133.400;f;422;f;f;125232;0
d;68;7.496.518.317.429.240;u;g;no_cc;t;2.733.241.100.938.940;t;487;t;f;25368;0
a;60;13.008.624.013.063.100;u;g;cc;v;19.020.027.448.520.400;f;719;t;f;24621;1
c;54;7.582.631.959.290.220;y;p;no_cc;v;4.884.001.642.553.290;f;551;t;f;78829;0
c;29;0.2458691645880151;y;g;cc;v;0.5536029666315784;f;848;f;t;149036;1
b;20;0.22123551528997254;y;p;cc;t;2.112.742.141.559.720;f;634;f;f;80294;1
b;18;32.361.021.914.954.100;y;p;no_cc;t;0.21012337585702645;t;391;f;f;34719;0
b;50;4.886.431.904.046.650;y;p;cc;v;36.995.206.038.346.500;t;829;f;t;49227;0
c;57;7.704.074.178.077.930;y;p;no_cc;v;45.903.827.609.957.500;t;362;t;f;129430;0
b;27;6.832.953.766.065.050;u;g;cc;v;14.001.866.477.524.400;f;811;f;f;27566;1
c;60;4.459.027.063.767.480;u;g;no_cc;t;4.291.708.383.995.600;f;438;t;f;32306;0
a;61;2.736.266.662.816.650;u;g;no_cc;t;14.610.911.523.094.800;f;484;f;t;73822;0
d;46;9.971.245.001.577.110;u;p;no_cc;v;4.553.850.808.219.570;t;504;t;f;44042;0
d;30;4.261.813.022.359.720;y;g;cc;t;37.698.095.179.839.100;f;513;f;f;35086;0
d;29;4.513.870.243.296.750;y;p;no_cc;t;4.024.533.884.207.190;t;555;t;t;37387;0
a;48;16.362.382.119.166.900;y;g;cc;t;0.0900327780022725;t;434;f;t;47042;0
a;63;7.948.095.487.499.290;y;p;cc;v;481.405.178.537.013;f;387;f;f;109424;0
c;19;6.936.822.257.814.880;u;g;cc;v;3.633.354.960.351.610;t;506;f;t;71618;0
d;68;2.207.696.127.887.600;y;g;cc;v;15.237.554.769.306.600;t;428;t;f;112050;0
c;67;0.823810456158427;u;p;no_cc;t;4.146.973.324.294.230;f;302;t;f;38323;0
c;52;6.804.993.020.747.130;y;p;no_cc;t;14.076.059.920.746.400;t;420;f;t;38019;0
b;40;6.545.112.142.811.350;u;g;no_cc;v;4.363.769.197.830.630;f;684;f;f;95426;1
c;34;27.325.952.699.820.900;y;p;cc;t;0.5629019520596851;f;337;t;f;60863;0
b;43;9.508.635.622.504.100;u;p;cc;v;3.518.429.887.303.970;t;640;f;t;140953;0
a;25;15.105.789.178.090.000;y;g;no_cc;v;27.034.923.832.245.500;t;320;t;t;131023;0
b;46;4.323.348.010.426.010;u;p;cc;v;0.48267235097720407;f;541;f;t;30283;0
d;43;9.436.159.201.675.980;u;p;cc;v;1.209.469.141.294.190;f;754;t;t;38279;0
d;27;4.197.273.169.261.220;y;g;cc;v;0.06202018138657395;f;602;t;f;66999;1
a;43;6.385.259.476.640.850;u;g;no_cc;t;2.343.839.827.322.520;t;368;f;t;82780;0
a;51;39.759.439.796.279.400;y;p;cc;t;15.063.263.038.000.000;f;428;t;f;42908;0
c;68;27.421.520.234.867.000;u;p;no_cc;t;2.991.787.421.488.790;f;495;f;f;81584;1
a;58;9.839.776.479.598.280;u;p;no_cc;v;1.486.189.038.543.080;f;439;t;t;146278;0
b;24;409.334.006.315.043;u;g;no_cc;v;14.995.955.575.349.200;f;743;f;f;133002;1
c;21;8.940.992.036.791.340;y;p;no_cc;v;3.715.965.993.658.010;t;582;f;f;70225;0
d;67;2.299.546.058.910.860;u;p;cc;t;0.24071417989176724;f;611;f;t;57952;1
d;62;2.131.047.040.250.830;u;p;no_cc;t;4.514.474.975.959.930;t;834;t;f;120706;1
b;28;0.3113408288451136;y;p;cc;v;4.261.319.371.955.900;t;576;t;f;57663;0
b;46;65.166.682.537.588.500;u;p;no_cc;t;33.390.234.161.320.300;t;360;f;f;142019;0
a;53;36.852.634.372.376.100;y;g;no_cc;v;29.661.078.505.369.200;t;618;t;f;129708;1
c;42;864.358.249.839.637;u;p;cc;t;44.615.124.906.982.600;t;351;f;f;81381;0
b;38;4.732.099.066.915.570;u;p;cc;t;0.9266508976435722;t;452;f;f;67929;0
d;53;9.681.934.279.147.210;y;p;cc;v;0.39484581095414306;f;610;f;f;29343;0
d;27;18.552.551.570.312.100;u;g;cc;t;11.975.508.495.476.900;f;843;f;f;96173;1
a;54;8.686.231.679.556.100;u;g;cc;t;39.728.913.935.009.500;f;688;t;t;120260;1
a;26;7.765.968.527.917.410;y;p;no_cc;v;0.17335133363241662;f;847;f;t;59791;0
a;41;770.921.844.644.052;y;p;cc;v;2.914.034.175.417.440;f;476;f;t;49134;0
b;52;8.447.832.281.168.870;y;g;cc;t;4.977.187.580.956.540;f;661;t;f;132366;1
c;66;7.610.239.909.429.980;u;p;cc;t;4.278.480.469.187.690;t;613;t;t;67101;0
c;52;6.262.203.216.314.150;u;g;no_cc;t;2.607.228.445.217.940;t;396;f;t;89443;0
d;65;13.124.487.768.238.700;u;g;cc;t;0.3182045464332117;t;512;t;f;119111;0
d;53;0.32526179491251916;y;g;cc;v;4.156.867.571.928.540;f;436;f;f;77530;0
a;35;9.208.478.478.156.860;u;g;cc;v;29.948.925.408.860.500;f;305;t;t;66799;0
b;66;6.166.503.145.207.380;u;g;no_cc;v;0.5746649852978342;t;408;f;t;24827;0
a;56;7.965.372.909.761.760;y;g;no_cc;v;0.469286424116781;f;846;f;t;116143;1
a;49;4.815.223.515.125.500;u;g;cc;t;4.548.134.097.182.960;t;338;t;f;82653;0
c;41;11.730.818.896.239.400;u;g;no_cc;v;3.346.001.314.690.390;f;724;t;f;33699;1
a;40;12.518.579.220.255.000;y;p;no_cc;t;4.146.433.996.583.770;f;560;f;t;122828;1
b;49;6.855.652.872.289.710;u;g;no_cc;v;4.394.894.501.411.330;t;725;t;t;133497;1
c;54;4.303.058.948.994.620;u;g;no_cc;t;2.858.861.760.241.610;t;386;f;f;111419;0
b;29;2.005.247.267.003.360;y;g;no_cc;v;25.872.317.587.752.000;t;764;f;t;134527;1
c;66;4.915.945.467.414.360;u;g;no_cc;v;2.152.137.051.604.950;f;375;t;f;136972;1
d;30;0.6420893707513409;y;p;no_cc;t;15.847.329.389.555.900;t;770;f;f;25313;0
d;40;5.819.714.019.143.980;y;p;no_cc;t;21.729.798.042.935.500;f;713;t;t;33598;1
b;42;26.899.340.443.509.700;u;g;cc;v;3.869.398.278.650.780;f;756;t;f;131362;1
c;52;7.975.591.006.371.880;y;g;cc;t;30.096.171.550.756.500;f;584;t;f;135445;0
d;58;31.036.195.892.357.300;y;g;no_cc;t;4.462.616.449.774.230;t;538;f;t;48807;0
c;47;4.552.201.490.818.010;u;p;no_cc;t;2.216.900.071.895.930;f;671;f;f;90423;1
c;34;0.11620539908100636;y;g;no_cc;t;303.544.789.359.377;f;794;f;t;89390;1
c;66;0.7244688779455888;y;g;cc;v;31.565.377.654.599.400;f;344;t;f;65226;0
a;37;3.924.935.564.066.840;u;p;no_cc;v;29.584.858.115.316.200;t;700;f;t;79550;0
c;65;4.799.388.347.171.230;y;p;no_cc;v;35.131.688.654.275.800;t;546;t;f;100072;0
a;42;6.000.205.481.193.030;y;g;cc;v;11.871.673.418.740.300;t;749;f;t;23558;0
b;39;29.166.257.870.930.300;u;g;no_cc;t;2.561.818.887.728.950;t;784;t;t;95308;1
a;30;6.949.818.861.265.420;u;g;cc;t;0.5211240140417384;f;317;t;t;70113;0
a;36;8.601.223.971.892.040;y;g;no_cc;t;19.225.566.382.240.600;f;588;f;f;72999;0
c;66;77.985.098.889.334.900;u;g;no_cc;v;2.438.335.343.106.320;t;713;t;f;75878;0
c;53;0.39618825348357145;u;g;no_cc;v;32.611.212.977.273.600;t;534;f;t;56343;0
d;29;4.805.069.472.578.280;u;p;no_cc;t;4.752.655.262.931.010;t;715;t;f;78219;0
c;58;10.493.017.841.817.400;y;g;cc;v;30.032.553.327.417.700;f;798;t;t;55186;1
b;36;24.204.501.586.252.700;y;p;no_cc;v;3.717.969.580.882.790;t;414;f;t;56966;0
d;29;9.866.625.932.671.460;u;g;cc;v;25.313.302.974.760.100;t;533;f;t;53769;0
b;26;14.249.554.290.151.300;u;g;no_cc;t;3.170.520.156.881.650;t;839;f;f;139932;1
a;24;4.988.881.534.513.560;u;p;cc;t;0.35466108066886715;t;310;t;f;146264;0
c;45;6.181.557.343.181.190;y;g;no_cc;t;1.271.957.904.209.230;f;505;t;f;125423;1
b;31;7.024.649.705.441.030;u;g;cc;t;18.092.654.660.256.900;f;546;t;f;73218;0
d;48;55.964.868.348.691.400;u;p;cc;v;2.362.466.775.032.560;t;426;f;f;39229;0
b;69;0.09770847419183659;y;p;no_cc;v;0.22824372751191868;t;446;f;f;95209;0
d;36;32.646.130.824.399.100;u;p;no_cc;v;0.7001204877665884;f;417;t;f;47877;0
d;64;51.771.164.338.471.100;u;g;no_cc;v;13.840.715.389.565.200;t;681;t;t;78001;0
a;33;0.8786649914483335;y;g;cc;v;48.576.634.545.052.500;f;711;t;f;117137;1
b;22;35.062.693.120.918.000;u;g;no_cc;v;16.567.350.355.152.500;f;662;f;f;58084;1
a;52;0.33203108791366565;y;g;cc;t;24.102.052.905.604.100;f;808;t;t;101780;1
b;29;0.7857849715502074;u;g;cc;v;0.9804885636919647;t;436;t;f;112892;0
a;42;39.692.327.620.159.600;u;p;no_cc;v;30.539.003.553.788.400;f;474;t;t;36806;0
b;69;13.271.575.404.306.000;y;g;no_cc;v;14.034.160.775.798.700;f;588;f;t;108635;1
a;38;5.675.408.482.615.580;y;p;cc;v;10.349.628.921.921.300;f;780;t;t;130177;1
a;53;6.894.649.691.372.650;u;p;no_cc;t;2.582.863.142.229.890;f;318;t;t;57034;0
b;40;8.005.866.991.090.820;u;g;no_cc;v;0.027528995802104106;f;494;f;t;60317;0
c;33;20.015.024.424.481.000;y;p;no_cc;v;0.03832016324612664;t;629;t;f;75468;0
d;56;16.748.258.225.906.900;u;g;no_cc;v;10.953.440.455.092.800;f;474;t;t;39094;0
d;62;10.456.784.033.440.000;u;p;cc;t;0.1836068125041057;f;748;f;f;77796;1
d;59;6.364.302.495.436.360;u;g;cc;t;0.5401287706534569;t;653;f;f;30589;0
b;56;7.064.757.264.869.010;y;p;cc;t;1.694.303.246.693.750;t;798;t;f;77221;0
c;31;0.3158614482564204;y;g;cc;v;4.012.928.397.899.060;f;440;t;f;144855;1
a;48;9.362.122.462.436.890;y;p;cc;t;2.860.243.216.846.500;f;392;t;f;21657;0
c;22;0.5197128365147241;u;g;no_cc;v;2.563.338.629.782.080;f;538;t;f;118300;1
c;52;5.412.963.353.010.700;y;p;cc;v;14.674.441.160.406.000;t;504;t;t;137229;0
c;40;7.090.605.194.509.160;u;p;cc;v;4.658.768.597.164.080;t;732;t;t;59531;0
d;46;8.709.691.237.460.850;u;p;cc;v;19.850.752.061.859.500;t;544;t;f;72227;0
a;60;7.140.869.321.324.270;y;p;cc;v;0.43546383397885746;f;616;t;t;23164;0
c;28;8.017.280.830.697.910;u;p;cc;t;30.853.325.805.890.000;t;594;t;f;113078;0
a;35;33.945.019.254.280.600;u;p;no_cc;v;0.569191967383007;f;581;t;t;103973;1
c;64;8.148.251.137.465.120;u;p;cc;t;17.261.157.140.084.600;f;316;t;f;61247;0
d;29;0.8011484638467514;y;g;cc;t;2.537.059.693.589.040;f;370;t;f;124041;1
d;26;8.948.166.560.605.270;y;p;cc;v;4.371.112.623.425.870;f;568;f;f;39601;0
c;27;5.475.923.761.537.360;u;p;no_cc;v;2.467.732.901.700.590;t;624;t;f;113966;1
a;61;8.172.977.699.624.930;y;g;no_cc;t;35.112.938.301.583.200;t;604;f;t;70599;0
c;34;4.523.182.845.183.000;y;p;no_cc;t;4.964.084.194.995.350;t;750;f;f;91545;1
a;55;64.357.769.519.652.400;y;p;cc;t;0.6574455994899081;t;306;f;t;135295;0
c;24;5.264.026.609.361.130;u;p;cc;t;13.736.576.275.975.900;f;613;t;f;24552;1
d;63;7.315.895.217.553.310;y;p;no_cc;t;1.972.880.377.988.230;f;402;t;t;136452;0
a;30;0.8162998203058958;y;p;cc;v;2.109.140.892.694.150;f;492;f;f;29417;0
b;57;0.603520839905638;y;g;no_cc;t;20.551.053.763.277.200;t;828;t;f;78579;0
b;59;24.710.323.401.014.600;u;g;cc;v;4.538.055.012.782.770;f;470;t;t;127525;1
a;26;15.954.468.011.318.800;y;g;no_cc;v;3.570.163.222.334.280;f;836;f;f;88207;1
b;67;8.717.835.665.922.010;u;p;no_cc;v;3.039.526.070.453.510;t;550;f;f;92055;0
c;44;2.192.139.873.580.440;u;g;no_cc;v;15.468.635.893.139.100;f;686;t;t;122266;1
c;19;9.758.652.558.191.310;u;p;cc;t;4.118.951.921.106.470;t;506;f;f;98270;0
b;22;33.689.579.177.110.600;y;p;no_cc;v;4.775.302.557.424.940;t;840;f;f;131426;1
b;46;18.211.791.568.869.900;u;p;no_cc;v;4.105.991.412.751.130;f;715;f;t;137865;1
b;54;7.896.985.071.424.790;u;g;no_cc;v;0.00782552595736452;t;679;f;f;23722;0
c;55;6.587.077.755.008.760;u;g;cc;v;3.182.006.850.917.030;f;443;f;f;90442;1
c;36;498.195.716.453.139;y;p;cc;t;0.2556769072105036;f;324;f;t;115632;1
b;25;5.553.635.509.376.310;u;g;cc;t;12.880.361.016.686.000;t;372;t;t;60031;0
d;65;7.192.017.782.722.630;y;p;no_cc;v;0.29762350173885843;f;392;f;f;99235;0
a;62;22.845.474.133.129.800;u;p;cc;v;30.189.772.647.469.300;t;804;t;f;41438;0
a;18;9.963.339.160.567.410;u;g;cc;t;34.329.495.674.630.300;f;635;f;f;78819;0
b;39;9.747.931.621.467.830;y;g;no_cc;v;0.5724381903295256;t;724;t;f;63856;0
c;69;6.503.256.863.469.360;u;p;cc;v;19.191.944.152.248.900;f;798;t;f;53576;1
d;34;19.954.245.092.914.500;y;g;cc;v;22.811.825.447.777.100;t;663;f;f;61938;0
c;24;6.802.282.424.312.910;u;p;cc;v;1.845.265.108.804.580;f;498;f;t;69028;0
c;42;0.7219840897917584;u;g;no_cc;v;0.6051250024259652;f;712;f;t;79807;1
d;62;0.30652502205806065;y;g;cc;t;20.947.389.509.373.700;t;638;f;f;69877;0
c;21;2.576.828.885.112.130;u;g;no_cc;v;37.558.902.390.420.900;t;728;t;f;117783;1
c;53;4.626.229.567.393.160;y;p;no_cc;t;0.35503832266627733;f;438;t;t;63461;0
b;23;8.682.725.054.083.800;y;g;cc;t;0.40090007040951725;t;841;f;f;113474;0
b;48;7.271.690.697.663.080;u;p;cc;t;1.773.856.459.179.920;f;356;t;f;60469;0
a;36;742.706.521.199.981;y;p;cc;t;4.708.628.558.094.620;f;531;t;f;103136;0
c;61;42.549.333.444.807.500;y;p;cc;t;33.428.632.336.145.700;f;734;t;t;40435;1
a;56;34.593.499.254.696.200;y;g;cc;v;3.393.349.783.362.820;t;683;f;t;104117;1
a;44;37.103.876.298.460.200;u;g;no_cc;v;18.095.999.541.893.200;f;493;f;t;34191;0
d;27;9.876.495.637.360.570;u;p;no_cc;v;29.683.039.560.426.900;f;833;f;f;104726;1
b;43;0.4010919141248248;y;g;no_cc;v;0.05065592013871689;t;817;t;f;143658;1
b;36;8.670.314.961.224.480;y;p;cc;t;3.180.480.232.047.710;f;484;t;f;135660;0
a;56;5.786.754.085.723.930;y;p;no_cc;t;4.566.434.737.881.180;f;591;f;f;47386;0
a;20;4.386.154.191.895.900;y;g;cc;t;3.062.867.341.724.090;f;634;f;f;51721;1
a;62;7.252.576.604.151.360;u;p;no_cc;v;4.368.492.967.331.720;t;415;t;t;74786;0
d;30;4.866.689.414.247.020;u;g;no_cc;v;3.619.865.277.330.460;t;348;t;f;33704;0
b;67;8.734.232.380.816.600;y;g;cc;t;0.6027920820184512;f;381;t;t;76635;0
c;45;9.007.018.640.112.580;y;g;cc;v;4.512.266.536.429.200;f;632;t;f;22123;0
c;37;4.217.209.268.734.550;y;g;cc;v;0.3322192217788744;t;634;f;f;110710;1
c;45;2.768.277.972.350.510;u;g;cc;v;26.698.373.627.388.100;t;831;t;f;129837;1
c;25;5.923.503.285.933.620;y;p;cc;t;0.7106856189672883;t;520;f;t;134912;0
a;58;912.363.345.616.691;u;g;no_cc;t;0.05853305365452033;f;622;t;t;82993;1
a;56;2.106.621.890.056.660;u;p;cc;v;2.110.171.300.638.190;t;302;f;f;132752;0
d;18;6.229.665.835.634.820;y;g;no_cc;v;14.752.035.382.707.800;t;505;f;t;100122;0
c;20;63.156.022.009.252.000;y;p;no_cc;t;2.430.002.468.988.010;t;339;t;f;117512;0
b;30;733.113.022.415.281;y;p;cc;v;2.885.999.433.672.750;t;358;f;t;45416;0
d;45;1.315.676.851.272.590;y;g;cc;t;0.2186953615447368;f;806;f;f;21814;1
a;66;7.158.249.646.820.880;u;p;no_cc;v;0.6150164756187282;f;421;f;t;98537;0
a;42;909.032.520.665.641;u;p;no_cc;t;27.932.119.822.521.200;t;778;f;f;70258;0
a;50;17.968.310.887.024.100;y;p;cc;t;17.158.367.658.632.900;t;395;f;t;36508;0
b;55;23.754.332.492.387.700;u;g;cc;t;364.586.743.774.724;f;713;t;t;105166;1
b;23;9.713.950.940.416.390;y;p;no_cc;v;32.614.582.429.596.900;f;534;f;f;98916;0
b;61;18.097.695.270.948.900;u;g;no_cc;t;4.228.021.814.949.530;t;361;t;t;133710;0
a;62;8.543.850.933.695.790;u;g;cc;t;34.624.641.333.461.200;t;555;f;t;55699;0
c;49;4.922.778.564.480.340;u;p;no_cc;v;2.149.655.386.950.740;f;647;f;f;66335;1
d;62;24.723.107.440.317.700;u;g;no_cc;v;3.364.833.111.972.160;f;423;t;t;66806;0
d;64;8.707.499.012.725.110;y;g;cc;t;13.769.058.712.770.900;t;781;f;f;97853;0
d;38;4.453.052.550.026.650;y;g;cc;v;15.315.674.938.910.600;t;616;t;t;83768;1
c;33;5.148.173.539.296.900;u;g;cc;v;39.449.257.996.039.600;f;803;f;f;55739;1
c;38;35.923.336.939.976.500;y;g;cc;v;22.320.975.820.079.100;f;347;f;f;54785;0
d;28;59.295.085.143.492.700;u;p;no_cc;t;39.919.017.025.917.600;t;708;t;f;51980;0
d;54;16.352.387.258.502.200;u;p;cc;t;4.112.111.868.341.390;t;435;t;t;109335;0
d;53;3.910.815.366.517.600;u;p;no_cc;t;4.287.811.688.306.410;t;500;f;f;120719;0
a;52;9.694.123.223.352.870;u;g;no_cc;v;4.583.176.179.206.030;f;549;t;f;114702;0
b;36;25.813.343.270.112.700;u;p;cc;v;2.154.926.102.566.480;f;613;f;f;105016;1
c;37;6.567.366.645.412.920;y;g;no_cc;t;1.594.334.091.605.690;f;667;f;f;21609;1
a;35;3.251.900.642.246.940;u;p;no_cc;t;2.910.993.732.970.560;f;728;f;f;86253;1
b;64;7.734.731.256.866.000;y;g;cc;t;1.855.862.117.188.130;f;779;f;f;105481;1
a;58;13.087.366.071.834.900;u;g;cc;t;30.053.708.340.011.600;f;613;t;t;111128;1
a;66;9.698.210.450.785.440;y;g;no_cc;t;3.527.929.313.219.120;t;799;t;f;48141;0
b;31;45.378.954.138.363.900;y;p;cc;t;34.420.250.924.606.800;f;654;f;t;50009;1
c;32;23.605.046.334.646.300;y;g;no_cc;v;18.727.644.351.006.000;t;784;f;t;147581;1
d;48;0.7349674733001266;u;p;cc;v;0.8343010084937641;t;510;t;f;130966;0
b;18;16.975.790.508.754.000;u;g;cc;v;21.526.466.923.110.300;t;343;t;t;26782;0
c;20;5.197.739.485.560.170;y;p;cc;t;0.7129707204095437;t;840;f;t;112072;1
d;33;33.700.317.643.128.600;y;p;cc;v;4.450.485.175.919.040;t;391;t;f;119352;0
c;40;8.288.833.658.826.090;y;p;cc;t;1.729.387.303.689.280;f;564;f;f;45933;0
a;28;4.308.875.236.618.050;y;p;cc;v;0.7722987361166189;t;519;t;t;97154;0
a;29;2.487.142.725.876.290;y;g;cc;v;0.1272387995287544;f;741;f;t;28307;1
b;27;6.171.449.866.040.300;u;g;no_cc;t;32.291.119.314.324.200;t;700;f;t;112207;1
a;49;7.067.772.168.854.450;y;g;no_cc;v;31.845.115.872.737.100;t;699;t;t;126209;0
b;33;16.704.190.790.094.900;y;p;cc;v;17.030.208.329.064.500;t;789;f;f;128297;1
d;25;16.761.921.628.831.700;u;p;no_cc;t;0.35855944423825503;t;784;t;f;95874;1
a;55;0.3667142693354297;u;p;cc;v;20.481.444.744.761.600;f;769;t;t;58346;1
b;29;7.364.020.150.656.400;u;p;cc;v;15.560.874.753.169.600;f;744;f;t;132138;1
c;41;6.638.045.276.218.050;u;p;cc;t;33.856.031.986.750.400;t;568;f;t;70772;0
a;45;4.746.308.757.498.130;u;g;no_cc;t;3.028.896.247.263.450;t;566;t;t;92084;0
b;25;8.441.704.489.691.970;u;p;cc;t;18.229.686.409.877;f;353;f;f;60149;0
a;45;8.056.701.529.500.530;y;p;cc;v;10.894.627.712.749.500;f;827;t;f;106700;1
d;53;5.853.543.643.967.520;u;g;cc;v;4.940.179.830.777.950;t;819;t;t;47526;0
b;43;8.682.712.805.132.580;y;g;no_cc;t;22.700.081.059.805.700;f;358;f;t;116758;0
d;25;20.584.121.003.676.800;y;p;cc;t;3.441.371.178.901.180;f;339;t;t;105712;1
d;67;11.191.961.939.772.700;u;g;no_cc;v;0.7027648378918039;t;536;t;f;148447;0
a;45;2.697.496.115.169.890;u;p;no_cc;t;2.427.948.498.296.980;f;685;t;t;88477;1
d;45;0.5708685608931485;y;p;no_cc;v;0.13768359934732743;t;599;f;f;25695;0
a;54;531.169.528.001.032;u;p;cc;t;25.272.755.895.522.400;t;694;f;t;59169;0
a;58;9.366.056.922.949.610;u;p;cc;t;4.820.087.035.588.510;f;506;f;t;67947;0
a;53;0.39343540668509647;u;p;cc;t;19.210.335.649.290.000;t;635;f;f;67224;0
c;44;1.221.099.140.100.260;y;p;cc;v;0.19498006287455794;t;813;f;f;65865;0
c;34;4.521.990.282.834.350;y;g;no_cc;v;0.15477895459671764;t;477;f;t;45553;0
b;26;933.875.017.527.905;u;p;no_cc;t;19.399.337.997.343.400;t;695;t;f;124501;0
d;50;3.161.561.049.767.500;u;g;cc;t;0.8001246823159702;f;670;t;f;80410;1
c;37;5.072.348.086.883.920;y;p;cc;v;0.11676048164092956;f;617;f;t;123754;1
d;30;0.41572859050392097;y;g;no_cc;t;3.781.068.069.750.880;t;668;f;f;110895;1
b;45;14.834.320.096.208.800;u;g;cc;t;22.926.150.444.094.500;f;683;f;f;44816;1
a;65;986.630.122.958.847;u;p;cc;v;14.462.238.598.632.700;f;361;f;t;75026;0
d;46;9.651.186.964.360.450;y;p;no_cc;t;4.500.415.915.082.400;t;804;f;f;70705;0
a;30;0.04939980934409616;y;p;cc;v;0.580694801002628;f;538;t;f;81922;1
b;63;951.811.785.423.239;y;g;no_cc;t;4.779.594.144.776.590;f;494;t;f;135700;0
b;52;6.391.199.378.155.000;u;g;cc;v;1.569.833.586.886.760;t;521;t;t;93914;0
b;23;8.679.182.945.200.220;y;g;no_cc;t;4.442.018.361.543.400;t;360;t;f;21881;0
d;35;4.547.398.556.338.590;u;p;no_cc;t;30.147.143.823.973.000;t;428;f;f;59567;0
b;68;5.155.960.285.792.500;u;p;cc;v;4.133.536.798.707.430;t;455;f;f;67365;0
d;22;4.888.465.802.569.200;u;g;cc;v;4.920.065.816.052.320;t;677;f;t;147928;1
a;64;6.668.642.575.461.040;y;g;no_cc;v;14.420.271.890.937.200;t;736;t;t;99211;1
a;42;1.396.512.547.563.120;u;g;cc;t;4.805.677.427.037.960;t;506;f;f;90122;0
c;19;0.2997358987267795;y;g;cc;t;19.474.094.745.121.000;f;687;t;t;45006;1
b;27;3.079.299.415.911.900;u;g;cc;v;19.275.595.236.846.100;t;779;f;f;61198;0
d;47;70.468.076.273.664.600;y;p;no_cc;v;17.019.355.212.725.200;t;639;f;f;42831;0
a;67;20.185.345.212.294.800;u;g;no_cc;v;2.707.038.036.737.920;f;639;t;f;120649;1
d;62;6.734.324.333.249.170;u;g;no_cc;v;0.7707252158924355;f;503;f;f;36459;0
a;22;9.699.120.461.072.700;y;g;cc;v;2.768.557.426.790.050;t;460;f;t;52443;0
d;50;0.9390071578941839;u;g;cc;v;270.852.406.205.002;t;839;f;t;62316;0
b;18;6.726.021.182.251.260;y;p;cc;v;380.950.906.302.435;f;691;t;t;116131;1
c;35;4.437.502.193.045.710;u;g;no_cc;t;4.168.249.809.687.920;f;833;t;t;84486;1
c;49;8.681.422.543.775.050;u;g;no_cc;t;22.022.067.515.621.200;f;369;t;t;25877;0
c;64;1.771.497.894.473.850;u;p;no_cc;v;15.116.662.467.574.600;t;704;f;t;59553;0
a;66;6.926.259.522.261.640;u;p;no_cc;v;12.966.744.865.854.700;t;816;t;f;134137;1
a;28;8.381.152.896.481.100;u;p;cc;v;0.9731191835243597;f;419;f;f;24922;0
c;38;9.446.142.194.740.230;y;g;cc;t;0.2882379109951244;f;516;f;t;142778;0
a;43;6.832.480.282.896.450;u;p;cc;v;17.122.398.941.735.600;f;355;f;f;137018;1
a;42;4.971.747.640.084.270;u;p;no_cc;t;13.512.384.606.539.100;f;665;t;f;24686;1
c;39;6.178.472.402.012.130;u;p;cc;t;48.320.869.293.320.300;t;803;f;f;52766;0
d;44;8.689.049.844.787.180;y;p;no_cc;t;27.885.441.312.502.100;f;754;f;t;99943;1
d;66;5.706.097.466.388.290;y;p;cc;v;17.363.851.951.525.300;f;403;t;t;52006;0
c;30;0.3038705969683686;y;g;no_cc;v;290.233.800.496.848;f;376;t;f;51422;0
a;50;9.309.486.955.069.770;u;p;no_cc;v;0.6959835067284775;t;529;f;t;136590;0
d;51;6.895.267.510.315.610;y;g;cc;t;22.202.187.460.110.100;t;557;t;t;148886;0
a;58;6.765.133.857.772.460;u;p;cc;t;3.131.171.607.105.310;t;563;f;f;32205;0
d;52;21.567.515.239.771.700;u;p;cc;v;2.444.489.158.962.250;f;630;t;f;106590;1
b;18;65.888.547.023.265.700;u;p;no_cc;t;20.088.940.032.716.200;f;481;f;f;43527;0
b;38;3.938.644.056.541.580;u;g;no_cc;t;4.969.241.944.498.490;f;849;t;t;131483;1
c;65;6.512.329.770.414.920;y;p;cc;t;4.401.573.810.744.630;f;326;t;t;38443;0
b;23;10.659.303.030.799.000;u;g;no_cc;t;31.170.297.907.972.000;t;575;f;f;36524;0
a;45;65.784.530.460.303.600;y;g;cc;t;28.468.868.059.114.100;t;598;f;f;136477;0
b;34;9.994.137.257.706.660;y;g;cc;v;31.033.023.991.229.200;f;390;t;t;48202;0
b;22;0.4821203886055603;u;p;no_cc;t;10.065.605.391.121.600;f;779;f;t;85552;1
a;48;9.771.741.842.213.170;u;p;cc;t;1.975.688.716.321.590;t;757;f;f;66142;0
b;22;4.069.079.607.228.700;y;g;no_cc;v;0.1972976644544966;t;750;f;t;81692;1
c;55;8.707.534.503.372.590;y;g;no_cc;t;23.777.301.874.341.300;t;664;t;t;102384;0
d;20;7.823.854.840.582.730;u;p;no_cc;v;27.151.229.197.883.100;t;650;t;t;40855;0
d;40;56.701.626.098.666.700;u;g;no_cc;t;1.138.748.680.516.040;f;699;f;f;103747;1
c;54;7.384.492.092.513.260;y;p;no_cc;t;4.820.144.235.827.560;f;552;f;f;80372;0
a;54;878.515.561.301.348;u;g;cc;t;454.727.305.468.621;f;758;t;t;45095;0
d;27;40.414.032.165.103.200;y;g;no_cc;t;36.107.161.772.795.200;t;798;f;f;58724;0
d;27;3.270.331.615.632.380;y;g;no_cc;t;2.666.933.143.826.810;t;807;f;f;69241;0
