A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,Class
a,56,3.459349925,y,g,cc,v,3.393349783,t,683,f,t,104117,1
a,44,3.71038763,u,g,no_cc,v,1.809599954,f,493,f,t,34191,0
d,27,9.876495637,u,p,no_cc,v,2.968303956,f,833,f,f,104726,1
b,43,0.4010919141,y,g,no_cc,v,0.05065592014,t,817,t,f,143658,1
b,36,8.670314961,y,p,cc,t,3.180480232,f,484,t,f,135660,0
a,56,5.786754086,y,p,no_cc,t,4.566434738,f,591,f,f,47386,0
a,20,4.386154192,y,g,cc,t,3.062867342,f,634,f,f,51721,1
a,62,7.252576604,u,p,no_cc,v,4.368492967,t,415,t,t,74786,0
d,30,4.866689414,u,g,no_cc,v,3.619865277,t,348,t,f,33704,0
b,67,8.734232381,y,g,cc,t,0.602792082,f,381,t,t,76635,0
c,45,9.00701864,y,g,cc,v,4.512266536,f,632,t,f,22123,0
c,37,4.217209269,y,g,cc,v,0.3322192218,t,634,f,f,110710,1
c,45,2.768277972,u,g,cc,v,2.669837363,t,831,t,f,129837,1
c,25,5.923503286,y,p,cc,t,0.710685619,t,520,f,t,134912,0
a,58,9.123633456,u,g,no_cc,t,0.05853305365,f,622,t,t,82993,1
a,56,2.10662189,u,p,cc,v,2.110171301,t,302,f,f,132752,0
d,18,6.229665836,y,g,no_cc,v,1.475203538,t,505,f,t,100122,0
c,20,6.315602201,y,p,no_cc,t,2.430002469,t,339,t,f,117512,0
b,30,7.331130224,y,p,cc,v,2.885999434,t,358,f,t,45416,0
d,45,1.315676851,y,g,cc,t,0.2186953615,f,806,f,f,21814,1
a,66,7.158249647,u,p,no_cc,v,0.6150164756,f,421,f,t,98537,0
a,42,9.090325207,u,p,no_cc,t,2.793211982,t,778,f,f,70258,0
a,50,1.796831089,y,p,cc,t,1.715836766,t,395,f,t,36508,0
b,55,2.375433249,u,g,cc,t,3.645867438,f,713,t,t,105166,1
b,23,9.71395094,y,p,no_cc,v,3.261458243,f,534,f,f,98916,0
b,61,1.809769527,u,g,no_cc,t,4.228021815,t,361,t,t,133710,0
a,62,8.543850934,u,g,cc,t,3.462464133,t,555,f,t,55699,0
c,49,4.922778564,u,p,no_cc,v,2.149655387,f,647,f,f,66335,1
d,62,2.472310744,u,g,no_cc,v,3.364833112,f,423,t,t,66806,0
d,64,8.707499013,y,g,cc,t,1.376905871,t,781,f,f,97853,0
d,38,4.45305255,y,g,cc,v,1.531567494,t,616,t,t,83768,1
c,33,5.148173539,u,g,cc,v,3.9449258,f,803,f,f,55739,1
c,38,3.592333694,y,g,cc,v,2.232097582,f,347,f,f,54785,0
d,28,5.929508514,u,p,no_cc,t,3.991901703,t,708,t,f,51980,0
d,54,1.635238726,u,p,cc,t,4.112111868,t,435,t,t,109335,0
d,53,3.910815367,u,p,no_cc,t,4.287811688,t,500,f,f,120719,0
a,52,9.694123223,u,g,no_cc,v,4.583176179,f,549,t,f,114702,0
b,36,2.581334327,u,p,cc,v,2.154926103,f,613,f,f,105016,1
c,37,6.567366645,y,g,no_cc,t,1.594334092,f,667,f,f,21609,1
a,35,3.251900642,u,p,no_cc,t,2.910993733,f,728,f,f,86253,1
b,64,7.734731257,y,g,cc,t,1.855862117,f,779,f,f,105481,1
a,58,1.308736607,u,g,cc,t,3.005370834,f,613,t,t,111128,1
a,66,9.698210451,y,g,no_cc,t,3.527929313,t,799,t,f,48141,0
b,31,4.537895414,y,p,cc,t,3.442025092,f,654,f,t,50009,1
c,32,2.360504633,y,g,no_cc,v,1.872764435,t,784,f,t,147581,1
d,48,0.7349674733,u,p,cc,v,0.8343010085,t,510,t,f,130966,0
b,18,1.697579051,u,g,cc,v,2.152646692,t,343,t,t,26782,0
c,20,5.197739486,y,p,cc,t,0.7129707204,t,840,f,t,112072,1
d,33,3.370031764,y,p,cc,v,4.450485176,t,391,t,f,119352,0
c,40,8.288833659,y,p,cc,t,1.729387304,f,564,f,f,45933,0
a,28,4.308875237,y,p,cc,v,0.7722987361,t,519,t,t,97154,0
a,29,2.487142726,y,g,cc,v,0.1272387995,f,741,f,t,28307,1
b,27,6.171449866,u,g,no_cc,t,3.229111931,t,700,f,t,112207,1
a,49,7.067772169,y,g,no_cc,v,3.184511587,t,699,t,t,126209,0
b,33,1.670419079,y,p,cc,v,1.703020833,t,789,f,f,128297,1
d,25,1.676192163,u,p,no_cc,t,0.3585594442,t,784,t,f,95874,1
a,55,0.3667142693,u,p,cc,v,2.048144474,f,769,t,t,58346,1
b,29,7.364020151,u,p,cc,v,1.556087475,f,744,f,t,132138,1
c,41,6.638045276,u,p,cc,t,3.385603199,t,568,f,t,70772,0
a,45,4.746308757,u,g,no_cc,t,3.028896247,t,566,t,t,92084,0
b,25,8.44170449,u,p,cc,t,1.822968641,f,353,f,f,60149,0
a,45,8.05670153,y,p,cc,v,1.089462771,f,827,t,f,106700,1
d,53,5.853543644,u,g,cc,v,4.940179831,t,819,t,t,47526,0
b,43,8.682712805,y,g,no_cc,t,2.270008106,f,358,f,t,116758,0
d,25,2.0584121,y,p,cc,t,3.441371179,f,339,t,t,105712,1
d,67,1.119196194,u,g,no_cc,v,0.7027648379,t,536,t,f,148447,0
a,45,2.697496115,u,p,no_cc,t,2.427948498,f,685,t,t,88477,1
d,45,0.5708685609,y,p,no_cc,v,0.1376835993,t,599,f,f,25695,0
a,54,5.31169528,u,p,cc,t,2.52727559,t,694,f,t,59169,0
a,58,9.366056923,u,p,cc,t,4.820087036,f,506,f,t,67947,0
a,53,0.3934354067,u,p,cc,t,1.921033565,t,635,f,f,67224,0
c,44,1.22109914,y,p,cc,v,0.1949800629,t,813,f,f,65865,0
c,34,4.521990283,y,g,no_cc,v,0.1547789546,t,477,f,t,45553,0
b,26,9.338750175,u,p,no_cc,t,1.9399338,t,695,t,f,124501,0
d,50,3.16156105,u,g,cc,t,0.8001246823,f,670,t,f,80410,1
c,37,5.072348087,y,p,cc,v,0.1167604816,f,617,f,t,123754,1
d,30,0.4157285905,y,g,no_cc,t,3.78106807,t,668,f,f,110895,1
b,45,1.48343201,u,g,cc,t,2.292615044,f,683,f,f,44816,1
a,65,9.86630123,u,p,cc,v,1.44622386,f,361,f,t,75026,0
d,46,9.651186964,y,p,no_cc,t,4.500415915,t,804,f,f,70705,0
a,30,0.04939980934,y,p,cc,v,0.580694801,f,538,t,f,81922,1
b,63,9.518117854,y,g,no_cc,t,4.779594145,f,494,t,f,135700,0
b,52,6.391199378,u,g,cc,v,1.569833587,t,521,t,t,93914,0
b,23,8.679182945,y,g,no_cc,t,4.442018362,t,360,t,f,21881,0
d,35,4.547398556,u,p,no_cc,t,3.014714382,t,428,f,f,59567,0
b,68,5.155960286,u,p,cc,v,4.133536799,t,455,f,f,67365,0
d,22,4.888465803,u,g,cc,v,4.920065816,t,677,f,t,147928,1
a,64,6.668642575,y,g,no_cc,v,1.442027189,t,736,t,t,99211,1
a,42,1.396512548,u,g,cc,t,4.805677427,t,506,f,f,90122,0
c,19,0.2997358987,y,g,cc,t,1.947409475,f,687,t,t,45006,1
b,27,3.079299416,u,g,cc,v,1.927559524,t,779,f,f,61198,0
d,47,7.046807627,y,p,no_cc,v,1.701935521,t,639,f,f,42831,0
a,67,2.018534521,u,g,no_cc,v,2.707038037,f,639,t,f,120649,1
d,62,6.734324333,u,g,no_cc,v,0.7707252159,f,503,f,f,36459,0
a,22,9.699120461,y,g,cc,v,2.768557427,t,460,f,t,52443,0
d,50,0.9390071579,u,g,cc,v,2.708524062,t,839,f,t,62316,0
b,18,6.726021182,y,p,cc,v,3.809509063,f,691,t,t,116131,1
c,35,4.437502193,u,g,no_cc,t,4.16824981,f,833,t,t,84486,1
c,49,8.681422544,u,g,no_cc,t,2.202206752,f,369,t,t,25877,0
c,64,1.771497894,u,p,no_cc,v,1.511666247,t,704,f,t,59553,0
a,66,6.926259522,u,p,no_cc,v,1.296674487,t,816,t,f,134137,1
a,28,8.381152896,u,p,cc,v,0.9731191835,f,419,f,f,24922,0
c,38,9.446142195,y,g,cc,t,0.288237911,f,516,f,t,142778,0
a,43,6.832480283,u,p,cc,v,1.712239894,f,355,f,f,137018,1
a,42,4.97174764,u,p,no_cc,t,1.351238461,f,665,t,f,24686,1
c,39,6.178472402,u,p,cc,t,4.832086929,t,803,f,f,52766,0
d,44,8.689049845,y,p,no_cc,t,2.788544131,f,754,f,t,99943,1
d,66,5.706097466,y,p,cc,v,1.736385195,f,403,t,t,52006,0
c,30,0.303870597,y,g,no_cc,v,2.902338005,f,376,t,f,51422,0
a,50,9.309486955,u,p,no_cc,v,0.6959835067,t,529,f,t,136590,0
d,51,6.89526751,y,g,cc,t,2.220218746,t,557,t,t,148886,0
a,58,6.765133858,u,p,cc,t,3.131171607,t,563,f,f,32205,0
d,52,2.156751524,u,p,cc,v,2.444489159,f,630,t,f,106590,1
b,18,6.588854702,u,p,no_cc,t,2.008894003,f,481,f,f,43527,0
b,38,3.938644057,u,g,no_cc,t,4.969241944,f,849,t,t,131483,1
c,65,6.51232977,y,p,cc,t,4.401573811,f,326,t,t,38443,0
b,23,1.065930303,u,g,no_cc,t,3.117029791,t,575,f,f,36524,0
a,45,6.578453046,y,g,cc,t,2.846886806,t,598,f,f,136477,0
b,34,9.994137258,y,g,cc,v,3.103302399,f,390,t,t,48202,0
b,22,0.4821203886,u,p,no_cc,t,1.006560539,f,779,f,t,85552,1
a,48,9.771741842,u,p,cc,t,1.975688716,t,757,f,f,66142,0
b,22,4.069079607,y,g,no_cc,v,0.1972976645,t,750,f,t,81692,1
c,55,8.707534503,y,g,no_cc,t,2.377730187,t,664,t,t,102384,0
d,20,7.823854841,u,p,no_cc,v,2.71512292,t,650,t,t,40855,0
d,40,5.67016261,u,g,no_cc,t,1.138748681,f,699,f,f,103747,1
c,54,7.384492093,y,p,no_cc,t,4.820144236,f,552,f,f,80372,0
a,54,8.785155613,u,g,cc,t,4.547273055,f,758,t,t,45095,0
d,27,4.041403217,y,g,no_cc,t,3.610716177,t,798,f,f,58724,0
d,27,3.270331616,y,g,no_cc,t,2.666933144,t,807,f,f,69241,0
d,36,6.675933856,y,g,cc,v,4.349845798,t,603,t,f,123119,1
c,34,8.078459419,y,g,no_cc,v,0.6532617191,f,800,f,t,72003,0
b,38,7.622851348,u,g,no_cc,v,3.952548971,f,465,f,t,88379,0
a,31,7.978136489,u,p,cc,t,0.6241040698,t,714,t,t,114837,0
d,26,4.355833148,u,p,no_cc,v,3.971053313,t,761,t,t,111996,1
c,63,8.178342162,u,p,no_cc,t,1.378837841,f,413,f,t,117454,0
d,18,1.202090554,u,p,cc,v,4.385452905,t,732,f,f,114283,1
b,68,5.44489098,u,g,no_cc,t,4.720210469,f,655,t,f,35972,1
c,62,0.05758660498,y,p,cc,v,0.743979847,f,506,t,t,143805,1
b,30,3.245858299,u,p,no_cc,t,2.313378025,f,534,t,t,113846,1
d,21,3.664615349,y,g,no_cc,v,4.904936891,f,741,t,f,42927,1
b,18,3.961726916,y,p,no_cc,v,2.41703718,t,654,f,t,140589,1
d,66,6.954672067,y,g,cc,v,4.317737613,f,814,t,f,135657,1
d,57,3.885581013,u,p,no_cc,t,2.943657611,t,507,t,f,86630,0
a,49,4.486936226,y,p,cc,v,1.87664954,f,424,f,t,124428,1
c,51,2.375441309,u,p,cc,v,1.428917778,f,437,f,f,142035,1
d,45,3.732517916,y,g,cc,t,1.016115455,f,638,f,t,72347,1
d,48,2.272696273,u,g,cc,t,3.808990957,t,836,t,f,119708,1
a,25,0.7319592377,y,p,no_cc,v,1.932702534,t,367,t,t,146244,0
d,56,6.034485934,y,p,cc,t,2.556377311,t,840,f,f,108860,1
c,43,6.682127986,y,p,cc,v,2.4616274,t,682,t,f,106210,1
c,51,6.19490346,y,g,no_cc,t,2.886395146,t,318,f,t,89518,0
d,20,4.634940438,y,p,cc,v,4.327885728,t,749,t,f,65283,0
d,67,3.797857802,y,g,cc,t,4.903696718,t,373,t,t,101326,0
b,29,8.633336496,y,p,cc,t,2.037921043,t,575,t,f,32205,0
c,18,5.190817851,u,g,no_cc,t,4.137594611,t,347,f,f,140243,0
d,61,4.791818776,u,p,no_cc,v,3.822638973,t,510,f,t,109874,0
d,22,0.2564206581,u,g,no_cc,t,2.867644757,t,839,t,f,32748,0
b,47,3.412478276,u,p,no_cc,v,4.780235718,f,490,t,t,41097,0
b,47,3.801956188,u,p,no_cc,t,1.002372578,t,614,f,f,23092,0
a,34,3.988227809,y,p,no_cc,v,0.5463210515,t,412,t,f,73311,0
b,65,5.801723692,u,p,no_cc,t,4.269809835,t,469,f,f,42692,0
d,64,5.336025467,y,g,cc,v,2.195749083,t,767,t,t,144954,1
d,40,6.079050928,y,p,cc,t,4.234844271,t,313,t,t,43862,0
b,32,7.648832615,u,g,cc,v,4.465451026,f,587,f,t,110396,0
a,54,8.129857387,u,p,no_cc,t,0.3122879681,t,488,f,f,99507,0
b,38,7.181230762,y,p,no_cc,t,4.417323815,t,454,f,t,100152,0
b,31,9.55523696,y,g,cc,t,2.241595277,f,770,f,f,90469,1
c,19,0.1823258268,u,g,cc,v,2.552162445,t,374,f,f,24926,0
c,28,1.957779857,y,p,cc,v,3.132962555,t,576,f,f,111299,0
d,68,0.07562874978,y,g,cc,v,4.631913034,f,642,t,f,23969,1
a,56,6.474747142,u,g,no_cc,v,0.09558047215,t,724,t,f,55733,0
a,55,8.980305489,u,g,no_cc,v,2.384217342,f,810,f,t,89855,1
a,51,2.434822966,y,p,cc,t,3.438610212,f,481,f,f,61743,0
d,55,9.270345448,y,g,cc,v,3.613534788,f,757,f,f,59876,0
c,67,0.6026739029,y,g,no_cc,t,3.462662158,f,363,t,f,127445,1
a,51,9.344360268,u,g,cc,t,0.672175647,t,559,t,f,40323,0
b,35,3.516226872,u,p,no_cc,v,1.496977942,t,492,f,t,36428,0
b,47,1.014208284,y,g,no_cc,t,1.793577627,f,705,f,f,54578,1
c,32,4.858717592,u,g,cc,t,4.022186038,t,392,f,t,106486,0
c,44,2.567765677,u,g,cc,t,1.393799362,t,729,t,t,128577,1
b,68,2.84872902,y,p,cc,v,1.053524819,t,733,f,t,84140,1
a,51,3.072899649,u,g,cc,v,4.787240095,t,703,t,f,146378,1
d,69,8.030258978,y,p,no_cc,t,0.04431642557,t,733,t,f,127325,0
a,55,5.391612767,y,p,cc,v,4.989104278,f,411,t,t,103829,1
c,50,3.113076992,u,p,no_cc,t,3.384106494,f,674,f,f,26364,1
b,41,6.103337833,y,p,cc,t,4.142346497,f,358,t,t,148867,1
a,32,7.161506742,u,g,no_cc,t,1.473096982,f,342,f,t,55349,0
a,47,2.726240007,y,p,no_cc,v,0.07157638834,t,506,t,f,20691,0
c,59,4.135491015,u,g,no_cc,v,3.689347593,f,595,f,t,146899,1
b,68,1.218860933,y,g,cc,v,4.170722985,t,417,t,t,115598,0
b,34,1.811493495,u,p,cc,t,3.70238066,t,831,f,f,86467,1
a,22,6.81117854,u,g,no_cc,t,0.7142514365,t,521,t,f,65896,0
d,46,1.814383477,u,p,no_cc,v,3.767139611,f,465,f,f,77062,0
d,21,5.251633837,y,p,cc,t,3.844613911,t,455,t,f,117266,0
d,27,7.090462617,y,g,no_cc,t,3.292702578,t,483,f,f,99762,0
c,34,1.068769231,y,p,cc,t,3.830579664,f,389,f,f,33861,0
d,27,5.673122196,y,g,cc,v,4.229607198,f,393,f,t,116837,1
c,34,2.565627837,y,g,cc,t,3.068020571,f,312,f,t,133779,1
d,37,9.629268752,y,p,cc,v,0.4430235698,t,737,t,t,108302,0
d,41,4.835456467,y,g,cc,t,2.438139048,f,837,f,t,121710,1
d,22,8.059925498,y,p,cc,t,0.3882466734,f,449,f,t,83928,0
a,51,5.502265422,u,g,cc,t,2.037715155,f,307,t,f,126643,1
a,23,0.4341253285,u,g,no_cc,v,2.035532446,f,328,t,t,135720,1
d,19,6.331513756,y,g,no_cc,t,0.3300492207,f,595,t,f,103231,1
d,30,9.514033422,y,g,no_cc,t,1.74410267,t,639,f,f,61347,0
b,60,6.016118201,u,p,no_cc,v,0.554990494,f,738,f,t,23121,1
c,60,8.191888594,y,g,no_cc,t,4.04117605,t,443,f,f,103793,0
a,65,8.842064633,y,p,no_cc,t,4.73844013,f,818,t,f,48164,0
a,28,2.280797719,y,p,cc,t,0.3615823763,t,344,f,f,45491,0
c,68,2.120448399,u,p,no_cc,t,4.775576036,t,538,t,f,79222,0
a,64,6.109809889,y,g,no_cc,t,2.612882997,t,454,f,t,43165,0
b,40,4.110284698,y,p,cc,v,1.49782839,t,480,f,f,134250,0
a,33,8.398613029,u,p,cc,t,0.3843103764,f,514,f,f,23748,0
c,48,9.000231234,y,g,no_cc,t,2.50312134,f,387,f,t,118581,0
c,28,3.534213793,y,g,no_cc,v,3.972577722,t,555,f,f,46553,0
a,33,2.36870559,u,p,cc,v,3.535432386,f,810,t,t,136547,1
c,25,7.805255152,y,p,no_cc,t,0.2511300573,t,372,t,t,80380,0
d,21,2.748060355,y,p,cc,v,0.3645091768,t,478,f,t,64331,0
b,57,8.226143185,y,p,no_cc,t,2.014366413,f,511,f,t,116033,0
c,21,4.237382536,u,p,cc,t,1.47645247,f,533,t,t,116844,1
c,42,6.675498993,y,g,no_cc,t,1.161921615,f,764,f,f,140617,1
d,20,0.9553531383,u,g,no_cc,v,1.405022495,t,522,f,t,59560,0
c,49,6.238593247,y,g,cc,t,4.017413716,t,563,f,f,73865,0
c,20,4.517676787,y,p,no_cc,t,4.646140268,t,506,f,f,66686,0
a,44,5.866084632,y,p,no_cc,v,2.025513473,t,665,f,f,95910,1
d,46,1.680142077,y,g,no_cc,t,4.530555011,f,575,t,f,24675,0
d,49,7.368737449,y,p,no_cc,t,1.607478506,t,679,f,f,86706,0
c,67,8.627970775,u,g,no_cc,v,2.382184932,t,608,f,f,126985,0
b,68,2.167398001,u,g,no_cc,t,1.130144989,f,567,f,t,129021,1
b,36,0.9571455552,u,p,cc,t,3.202380211,t,363,t,t,144062,0
d,38,0.2363858605,u,p,cc,v,4.894905576,t,649,t,f,147359,1
a,22,6.419715004,u,g,no_cc,t,3.01746548,f,793,f,t,97986,1
c,35,6.070940361,y,g,no_cc,t,1.789070421,t,822,t,t,96216,1
a,45,5.466974127,u,g,cc,t,3.23908723,f,397,f,t,30068,0
d,59,2.319470961,y,p,cc,v,0.6146033923,t,370,f,t,74460,0
d,39,3.909059959,y,p,no_cc,v,4.443295401,t,663,t,f,120766,1
c,38,5.944763352,y,p,cc,t,2.515419754,f,575,t,t,66418,0
a,23,4.967668589,y,p,no_cc,v,2.24674871,f,349,t,t,46206,0
b,18,9.877855202,y,g,no_cc,t,2.929323942,t,657,f,f,148180,0
d,22,1.364397526,u,g,no_cc,t,3.123919314,f,784,t,f,20287,1
d,58,6.95144554,u,p,cc,t,0.3588790311,t,383,f,f,42337,0
d,29,4.043187681,y,g,cc,t,3.413086106,t,595,f,f,40666,0
c,43,4.281996149,u,g,cc,v,1.209658402,f,535,t,t,136595,1
d,63,7.175977657,y,g,no_cc,t,3.569763163,t,355,f,t,21161,0
d,51,6.924361513,y,g,cc,v,4.112673972,f,659,f,f,134817,1
d,66,9.912559937,u,g,cc,v,4.019792538,t,409,t,f,141025,0
c,31,1.283942895,y,g,no_cc,v,2.762504837,t,491,f,f,120667,0
d,43,1.041096494,u,g,no_cc,v,2.600849462,f,392,t,f,110071,1
b,62,7.243388171,y,g,no_cc,t,0.7143798067,t,359,f,t,118064,0
a,44,5.78386917,y,g,cc,v,3.876730752,t,338,t,f,58751,0
b,26,2.741606666,u,g,cc,t,1.357046902,f,839,t,f,102063,1
d,43,0.7941936899,u,g,no_cc,v,2.483477114,f,348,t,t,126511,1
d,64,0.856582496,u,g,cc,t,1.421370465,f,719,f,t,109389,1
c,39,8.941908747,y,g,no_cc,v,0.669141815,t,312,f,f,34758,0
d,64,1.918673247,u,p,cc,t,3.147788484,t,335,f,f,85780,0
c,47,3.233715621,u,p,cc,t,0.2716601741,f,400,t,f,135614,1
d,60,2.266564022,u,p,no_cc,v,3.743226171,t,385,f,f,23178,0
a,65,3.549963058,u,g,cc,t,1.587933976,f,815,t,f,51831,1
d,34,0.6942384275,u,g,cc,t,0.0006734650224,f,522,f,t,22176,0
a,43,5.190597909,y,g,cc,t,2.555645696,t,637,f,f,123306,1
d,53,0.6761256359,y,p,no_cc,v,0.2342595426,f,465,t,t,53654,0
d,18,8.003565078,y,g,cc,v,1.380847789,t,682,f,f,143220,0
d,25,2.337120819,y,p,no_cc,v,3.534882437,f,675,t,t,46627,1
d,66,5.400119146,u,p,cc,t,0.3134481081,t,770,t,f,72550,0
c,52,8.800790876,y,g,no_cc,t,4.196692462,t,330,f,f,132025,0
a,69,6.50877369,u,g,no_cc,t,0.01909961329,t,674,t,f,64910,0
c,32,5.329577866,u,p,no_cc,t,1.234119346,t,310,f,t,110417,0
c,64,3.243337531,y,g,cc,t,3.704520281,f,601,f,t,78251,1
b,39,3.330019131,u,p,no_cc,t,1.581350749,t,395,t,t,55422,0
d,31,6.694869552,u,p,cc,t,0.5094619403,f,489,t,t,31984,0
a,43,9.941393612,u,g,no_cc,v,1.801169594,f,752,t,t,109312,1
a,45,6.618391898,y,g,no_cc,v,1.351966432,f,491,t,f,81386,1
d,40,5.577834174,u,g,cc,t,4.213559511,f,785,t,t,103291,1
c,31,7.306505102,u,g,cc,t,1.566739588,f,565,f,t,27135,0
c,41,4.652056123,y,g,cc,t,3.944662359,t,723,f,t,20320,0
a,19,0.601423426,u,p,no_cc,v,4.459360724,f,427,f,t,122958,1
d,62,5.622968159,y,p,cc,v,2.169087098,t,537,f,t,114171,0
c,43,9.576252845,y,g,cc,v,4.549715719,f,654,f,f,41684,0
d,31,1.753029424,u,p,no_cc,t,1.88659027,t,411,t,f,75913,0
c,68,6.900048908,u,p,cc,t,4.820392082,f,745,f,f,108774,1
c,24,2.009336887,y,g,cc,v,0.4464476226,f,642,f,t,41889,1
b,20,5.358276845,y,g,no_cc,v,3.435096333,t,444,t,t,115849,0
a,64,0.9667644965,y,g,cc,t,2.469070202,f,364,t,f,118071,1
c,40,4.503709363,u,p,no_cc,t,1.938244027,f,546,f,t,68899,0
c,63,7.561633289,y,g,no_cc,t,3.163559394,t,789,f,f,144011,0
d,60,3.475715242,u,p,cc,v,3.519285458,f,738,t,t,30770,1
a,64,6.649117245,y,g,no_cc,t,0.02181634825,t,405,t,t,59321,0
b,62,7.954499608,y,g,no_cc,v,0.8347654437,f,480,f,t,105962,0
c,35,9.271778195,y,g,cc,t,3.565230253,t,483,f,f,129863,0
d,55,2.346420819,u,g,cc,v,3.331927068,f,525,t,f,61777,0
